abadejo	abadejos
abrogar	abrogarnos|abrogará|abrógale|abrogaríamos|abrogara|abróganos|abrogase|abrogarte|abrogás|abrogaremos|abrógala|abróguelo|abróguenla|abrogabais|abrogándolos|abrogasen|abrogadla|abrogáramos|abrogarais|abrogadlas|abróguenles|abrogues|abrogándolas|abrogaríais|abrógate|abrogaseis|abrogándome|abrogándola|abrogareis|abrogándole|abrogáremos|abrogadle|abrogadme|abrogamos|abrogaría|abrogarlo|abrogo|abrogados|abrogaste|abróguelos|abróguenlo|abrogaran|abroguémoos|abrogaren|abrogaré|abrogado|abrogarse|abrógales|abrogaron|abrógueles|abrogásemos|abrogarán|abroguéis|abrógueme|abrógalo|abróguennos|abróguenle|abrogare|abrogaban|abroga|abróguense|abróguele|abrogabas|abrogarme|abrogarlas|abrogarles|abrogadlo|abrogaros|abrogares|abróguenos|abrogándolo|abroguémonos|abróguenlos|abrogarían|abrogándote|abrogadles|abrógalos|abrógalas|abrogáis|abrogases|abrogan|abroguémoste|abroguémosla|abrogándose|abroguemos|abróguese|abrogué|abrogue|abroguémosles|abrogando|abroguémosle|abroguen|abrogadlos|abrogaos|abrogábamos|abrógame|abrogadnos|abrogarla|abrogada|abrogarle|abróguenme|abrogarlos|abróguelas|abrogaréis|abrogándoles|abrogándoos|abróguenlas|abrogaras|abrogó|abrogadas|abróguela|abrogasteis|abrogués|abrogarás|abroguémoslas|abrogándonos|abroguémoslo|abrogaba|abrogad|abrogas|abrogarías|abrogá|abroguémoslos
abrupto	abrupta|abruptos|abruptas
absceso	abscesos
absolución	absoluciones
absolutismo	absolutismos
absoluto	absolutas|absolutos|absoluta
absolutorio	absolutorias|absolutoria|absolutorios
absolver	absolviesen|absolveréis|absuelva|absolvieses|absolví|absolviéremos|absolviendo|absolvieran|absolviste|absolvierais|absolverá|absolveríamos|absolvisteis|absolveríais|absolvió|absolvemos|absolvéis|absolviéramos|absolvieres|absolvía|absolvíais|absuelve|absolvieren|absolvías|absuelvas|absolved|absolvíamos|absolverían|absolviera|absolvían|absolviese|absolviereis|absuelves|absolvé|absolvería|absuelvan|absuelto|absuelven|absolviésemos|absolvieseis|absolvimos|absolverías|absolveré|absolveremos|absuelvo|absolvamos|absuelta|absolverán|absolvás|absolviere|absueltas|absolvieras|absolvieron|absolváis|absolverás|absolvés|absueltos
absorbente	absorbentes
absorber	absorbiéndola|absórbales|absórbela|absorbedla|absorbieses|absorbedme|absorbeos|absórbanse|absorbámoos|absórbanos|absórbannos|absorbiesen|absórbelos|absorbe|absórbeme|absorbías|absorbámoste|absorbámoslas|absorbamos|absorba|absorberos|absórbanle|absorbido|absórbase|absórbeles|absórbanlas|absorbámoslos|absorbedles|absorbiéndolas|absórbanles|absorbieres|absórbelo|absorberemos|absórbanlos|absorbás|absorbámosle|absorbedle|absorbidas|absorbidos|absorbiéndolo|absorbiéramos|absorberán|absorbían|absorberle|absorbiereis|absorberéis|absorbieseis|absorbieren|absorbimos|absorbieran|absorbieron|absorberíais|absórbelas|absorbí|absorbemos|absorben|absorberíamos|absorbiésemos|absorberla|absorbisteis|absorbed|absórbenos|absorbiéndolos|absorbíais|absórbele|absorbiendo|absorbedlos|absórbanlo|absorbedlo|absorberé|absorberías|absorbámosles|absórbete|absorbieras|absorbiere|absorberlo|absorberá|absorberme|absórbale|absorbedlas|absorbiste|absorbiéndoles|absorbiéndonos|absorbiéndoos|absorbas|absorbiese|absórbala|absorbámonos|absórbalas|absórbanme|absorberles|absorbiéndole|absorberían|absorbierais|absórbame|absorbiéndome|absorbió|absorbiéremos|absorberlos|absorbiéndote|absorberse|absorbería|absorbernos|absorbía|absorban|absorbámosla|absorbés|absorberte|absorbámoslo|absorbáis|absorbiéndose|absorbé|absorberás|absórbalo|absorbes|absorbo|absórbanla|absorbiera|absorbíamos|absorbednos|absorbéis|absorbida|absorberlas|absórbalos
absorción	absorciones
absorto	absorta|absortos|absortas
abstemio	abstemia|abstemias|abstemios
abstención	abstenciones
abstinencia	abstinencias
abstracción	abstracciones
abstracto	abstracta|abstractas|abstractos
abstraído	abstraída|abstraídos|abstraídas
abstruso	abstrusa|abstrusas|abstrusos
absurdidad	absurdidades
absurdo	absurdos|absurda|absurdas
abuela	abuelos|abuelo|abuelas
abuelo	abuelos|abuela|abuelas
abultar	abultándome|abulte|abultaros|abúltenos|abultarme|abulté|abultadles|abultadle|abúltanos|abúltate|abultadla|abúltalo|abúltelo|abultémoslas|abultaron|abultarlos|abultá|abultarla|abultaría|abúlteme|abultare|abultes|abultada|abultéis|abultarte|abultás|abultarlo|abultase|abúltenme|abultaremos|abultaren|abúltelas|abultándose|abultáis|abultándoos|abultaos|abultaran|abultó|abultaba|abultas|abultad|abultarás|abultaréis|abultémoste|abúltales|abultaban|abultémonos|abultarlas|abultasen|abúltela|abultarle|abultés|abultabais|abúltenles|abúltale|abultásemos|abultémosle|abulto|abultémoslo|abultándote|abultándola|abultadnos|abultábamos|abultabas|abultasteis|abultamos|abultarse|abultareis|abultaseis|abultémoos|abultaras|abúltense|abúlteles|abultaríamos|abultara|abultándolo|abultándolas|abultándole|abultarían|abultadas|abultadlas|abúltennos|abultándoles|abúltele|abultaré|abúltese|abúltame|abultado|abúltenlo|abúltalos|abultares|abulta|abúltenlas|abultáramos|abultáremos|abultadme|abúltalas|abultándonos|abultando|abultémosla|abulten|abultará|abultadlo|abultarais|abúltelos|abultémoslos|abultándolos|abultaríais|abultarías|abultarles|abultan|abultaste|abultarnos|abúltenlos|abultadlos|abultases|abultemos|abultémosles|abúltenla|abultados|abúltala|abultarán|abúltenle
abundancia	abundancias
abundar	abúndenlo|abundó|abundareis|abundándolo|abundarlos|abunde|abundadle|abundadlas|abundémoslo|abúndese|abundo|abundadlo|abundarles|abundáremos|abundándonos|abúndenos|abundéis|abundaos|abundares|abundarme|abundémoos|abundarás|abundarse|abúndeme|abundándoos|abúndenlas|abundándome|abunden|abúndense|abundarían|abundaros|abundándole|abundarte|abúndales|abundémoste|abundáis|abúndenle|abundémoslas|abúndelas|abundarlas|abundes|abundaras|abundés|abundado|abundare|abundé|abundad|abundarlo|abúndele|abúndennos|abundadnos|abundases|abundabais|abundaría|abundadlos|abundara|abundaba|abundasen|abundarais|abundan|abundaban|abundará|abúndalo|abundaríamos|abundase|abundaré|abundá|abúndenme|abundados|abúndale|abúndela|abundas|abúndalas|abundaréis|abundás|abúndanos|abundándola|abundarías|abúndala|abundada|abundamos|abundándose|abundando|abundábamos|abundémosle|abundaron|abundándolas|abundarnos|abundáramos|abundémosla|abundadas|abúndeles|abúndelo|abúndame|abundémosles|abundándoles|abúndate|abundándote|abúndalos|abundarle|abúndelos|abunda|abúndenla|abundemos|abundabas|abundaran|abundasteis|abundarla|abundadme|abundaste|abundadla|abundándolos|abundarán|abundémoslos|abundaremos|abundaseis|abúndenlos|abundaren|abundaríais|abundémonos|abúndenles|abundadles|abundásemos
aburrido	aburridos|aburridas|aburrida
aburrimiento	aburrimientos
aburrir	aburrirse|aburriéndoos|aburriésemos|abúrrelos|abúrrela|aburrirle|aburrimos|aburrirlo|abúrrase|aburrieren|aburrirían|aburrámonos|abúrrales|aburrirá|aburrieran|aburres|aburriríais|aburrida|aburridos|aburridlas|aburridles|aburrámoste|abúrranle|aburriéremos|aburriéndola|abúrrele|aburrirás|aburriéndolo|aburriéndoles|abúrrala|abúrralo|aburriendo|abúrrame|abúrranme|abúrrannos|abúrralas|aburrirles|aburriéndome|aburridnos|aburría|aburrieras|aburrías|abúrranles|aburriros|aburrirla|abúrrenos|aburrían|aburrirán|aburríais|aburriese|aburran|abúrrelo|aburrieses|abúrranlas|aburriréis|aburridas|aburriría|abúrrelas|aburrieres|abúrreme|aburre|aburriesen|aburramos|aburriremos|aburridlos|aburrieron|aburristeis|aburriéndolos|aburrámoslos|aburrámosla|aburrirme|abúrralos|abúrranlos|aburrieseis|aburrirnos|aburridme|aburrirte|aburriéndote|aburrámoslas|aburrido|aburriríamos|aburriste|aburriéndole|aburrirías|aburráis|aburriera|aburrámoslo|aburrierais|aburra|aburridle|aburríos|aburridlo|aburriéramos|aburriéndonos|aburro|aburrás|aburriereis|aburrirlos|aburras|abúrreles|aburrid|aburridla|aburriré|aburrámoos|abúrranos|aburren|aburriéndose|aburrámosle|abúrranla|aburrámosles|aburrió|abúrrete|abúrranlo|abúrranse|aburrirlas|aburriéndolas|aburrí|aburríamos|aburrís|aburriere|abúrrale
abusar	abusándonos|abusaré|abusado|abusémoste|abusémoslos|abúsese|abusaos|abusándolo|abusares|abusarlo|abusada|abúsenla|abusaste|abúsales|abúsalas|abusadas|abusabas|abusáis|abusadlos|abusadnos|abusá|abusarás|abusarlas|abusaban|abusáremos|abusaros|abusaren|abusábamos|abusaseis|abusasteis|abusándoos|abúsenme|abusa|abusadme|abusás|abusaba|abúsalos|abúsele|abusasen|abusadle|abúsale|abusaran|abusarlos|abuséis|abusases|abusen|abúselos|abusarais|abúsanos|abusaremos|abusándote|abusase|abusé|abusareis|abusémosles|abusarnos|abúselo|abusásemos|abusándolas|abusémonos|abusémosla|abusés|abusare|abúsenlo|abusémoos|abusad|abusándose|abúsennos|abusándoles|abusó|abuses|abusarte|abuso|abusarías|abusadla|abúsenles|abúsalo|abusarles|abúsate|abusan|abusadlas|abusándome|abúsense|abusaríais|abusémoslas|abúsame|abusará|abusarme|abusaría|abusándola|abusas|abusara|abúsala|abúsenlos|abusándole|abuse|abúsenle|abusarán|abusaron|abusarla|abusarse|abusándolos|abúsenos|abusadlo|abusáramos|abusaríamos|abusabais|abusaréis|abúseme|abúsela|abusadles|abusarle|abusémoslo|abusaras|abusando|abusarían|abusados|abusamos|abúselas|abusemos|abusémosle|abúsenlas|abúseles
abusivo	abusivos|abusiva|abusivas
abuso	abusos
abyecto	abyecta|abyectas|abyectos
acabado	acabadas|acabada|acabados
acabamiento	acabamientos
acabar	acabéis|acabarles|acábenlo|acabémoslos|acabándolas|acabarse|acabadlos|acababa|acábanos|acabaren|acabamos|acábense|acabándose|acabásemos|acabarnos|acabándolos|acabarán|acabaras|acabémoslo|acabaron|acábale|acábenle|acábales|acabaremos|acabadlas|acabarías|acabarás|acabara|acabó|acábennos|acabará|acábenos|acabado|acabados|acabándote|acábalos|acabo|acábalas|acabándole|acabasteis|acabaréis|acabaríamos|acábenlas|acábelo|acabaseis|acabadas|acabándola|acababan|acabaran|acabémoslas|acábese|acabarla|acabarían|acabarlo|acabada|acababas|acabarais|acabémosle|acabás|acabáremos|acabémoos|acábenles|acabándoles|acabáramos|acabémosles|acabarlas|acabando|acabémonos|acabe|acábame|acabase|acabareis|acaben|acabadle|acabare|acábelas|acabas|acabándoos|acabadlo|acábela|acabad|acabaré|acabarlos|acábeme|acabé|acabémoste|acabés|acábenme|acábenlos|acaban|acabares|acabándolo|acabaros|acabaste|acábele|acábeles|acabadla|acabaría|acábate|acabes|acabarme|acabadles|acabémosla|acabáis|acábalo|acabadnos|acabases|acabadme|acabasen|acabemos|acabarle|acabábamos|acaba|acabaos|acabándome|acabá|acábenla|acábala|acabándonos|acababais|acabarte|acabaríais|acábelos
acachetear	acachetéanos|acacheteaos|acacheteabas|acacheteás|acachetéele|acacheteareis|acacheteémoslas|acachetéeme|acachetearen|acacheteándole|acacheteados|acacheteadle|acachetearíais|acachetearían|acacheteémoos|acacheteémosla|acacheteémonos|acacheteasen|acacheteamos|acacheteémoslo|acacheteo|acacheteadnos|acachetéenos|acacheteándola|acacheteándome|acacheteaseis|acachetearás|acachetéame|acacheteares|acachetéenla|acachetearán|acacheteando|acachetearas|acacheteare|acacheteémoslos|acachetearemos|acachetéense|acachetéenlas|acacheteadlo|acachetearé|acacheteábamos|acachetéale|acachetearlos|acachetearse|acachetéenlos|acacheteáis|acachetéenle|acacheteémosle|acacheteadla|acachetearías|acacheteadlos|acacheteado|acacheteara|acacheteáramos|acachetean|acachetéales|acacheteases|acacheteándonos|acachetéate|acacheteaba|acachetearlas|acachetearía|acachetees|acachetéela|acacheteadme|acacheteándose|acacheteemos|acachetearais|acacheteá|acacheteaban|acacheteen|acachetéelos|acachetead|acachetéalos|acachetearles|acachetearnos|acacheteaste|acacheteadas|acacheteándoos|acachetearte|acachetearlo|acachetearla|acacheteáremos|acachetéese|acacheteémoste|acacheteas|acachetease|acacheteasteis|acachetéelo|acacheteándolo|acacheteadles|acacheteó|acachetee|acachetéenlo|acacheteásemos|acachetearíamos|acachetearan|acachetearle|acachetearéis|acacheteándolos|acacheteéis|acacheteés|acachetéalo|acachetéeles|acacheteándoles|acachetéelas|acachetea|acachetearos|acacheteada|acachetéala|acachetéenme|acacheteándolas|acachetéenles|acacheteémosles|acachetearon|acacheteé|acachetéalas|acachetéennos|acacheteabais|acacheteará|acachetearme|acacheteándote|acacheteadlas
academia	academias
académico	académicas|académicos|académica
acaecer	acaeciendo|acaeciéndola|acaeció|acaeciéndolas|acaeciéndolos|acaecerlos|acaecen|acaecería|acaecían|acaecerían|acaecerlas|acaecidas|acaecieron|acaeciere|acaezcan|acaecía|acaecieren|acaecerte|acaecerá|acaecerme|acaecerse|acaezca|acaecerlo|acaecieran|acaeciesen|acaeciéndose|acaeciera|acaecerán|acaeciéndonos|acaece|acaecerles|acaeciéndote|acaeciéndoos|acaecernos|acaeciéndole|acaeciese|acaecidos|acaecerla|acaecida|acaeceros|acaeciéndoles|acaeciéndome|acaeciéndolo|acaecido|acaecerle
acaecimiento	acaecimientos
acallar	acallaban|acalle|acállenlas|acállale|acallarían|acallémonos|acallá|acallás|acalláramos|acallaríais|acalladla|acallarlas|acalléis|acalladme|acallémosles|acallabas|acallarías|acalla|acallará|acallarte|acállense|acállame|acallarlos|acallasteis|acallándolos|acállelas|acallarnos|acállate|acállenos|acallaron|acalladlo|acállele|acallan|acallemos|acallaseis|acállennos|acallaba|acallándoles|acallarlo|acallaran|acállenlo|acallas|acallé|acallémoslo|acallémoslos|acalló|acallémoos|acallándoos|acallábamos|acalladas|acalladle|acalladles|acallarais|acállala|acállelo|acállales|acallándote|acallaren|acallad|acallen|acallare|acallarme|acallaría|acalles|acallándole|acallases|acallara|acallaríamos|acálleles|acallaos|acallasen|acállalos|acállelos|acalláis|acállalo|acallarse|acallaré|acallémosle|acallo|acallaras|acallase|acallándome|acallémosla|acallémoslas|acallaremos|acallaréis|acallés|acallareis|acállenlos|acalladnos|acallándolo|acallando|acállela|acallásemos|acallarás|acallarle|acállanos|acallamos|acallarles|acállenme|acallares|acalladlas|acállalas|acállenla|acállenles|acallado|acallémoste|acalláremos|acallaste|acallarán|acalladlos|acallados|acallándola|acallándonos|acallarla|acallabais|acallaros|acallada|acállese|acálleme|acallándose|acallándolas|acállenle
acalorado	acalorados|acaloradas|acalorada
acampada	acampadas
acampanado	acampanadas|acampanados|acampanada
acampar	acamparles|acampémosle|acampaste|acampadlas|acampáis|acampaban|acampadme|acampadla|acampándome|acámpenles|acámpeme|acampás|acampémoste|acampémoslas|acámpale|acámpennos|acámpelos|acámpese|acámpalas|acamparán|acampemos|acampémonos|acampara|acampándola|acampémoslos|acampadle|acámpenlo|acámpenlos|acámpense|acampándolo|acampá|acámpame|acámpeles|acamparás|acampo|acamparos|acampémoos|acamparais|acampándonos|acampaseis|acamparlos|acampas|acamparía|acampando|acampado|acamparlo|acampasen|acamparé|acampándolas|acámpenos|acampados|acamparías|acampadles|acamparíamos|acamparon|acámpalos|acamparte|acampará|acampadas|acampó|acamparan|acampa|acampándole|acampándoos|acampándoles|acampases|acamparme|acampé|acámpenme|acampen|acampad|acampémoslo|acampéis|acampareis|acámpalo|acamparla|acámpales|acamparéis|acampare|acampábamos|acamparían|acampares|acamparlas|acamparse|acamparíais|acámpenla|acampadlo|acámpate|acampadlos|acampabais|acampáramos|acámpanos|acampándote|acámpele|acamparemos|acámpenle|acampémosles|acampamos|acampés|acampadnos|acamparnos|acámpela|acamparle|acampásemos|acampada|acampan|acámpelo|acampáremos|acampándose|acámpenlas|acámpelas|acamparen|acámpala|acampándolos|acampémosla|acamparas|acampabas|acampaos|acampe|acampes|acampaba|acampase|acampasteis
acantilado	acantilados|acantilada|acantiladas
acantonamiento	acantonamientos
acantonar	acantonaban|acantonémosles|acantonémoslo|acantono|acantonados|acantonarían|acantonándolos|acantone|acantonaré|acantónenlas|acantónale|acantonó|acantonares|acantona|acantonando|acantonarlo|acantonarás|acantonásemos|acantonareis|acantonas|acantonaos|acantonemos|acantonándonos|acantonándoos|acantonadlos|acantonándolo|acantónelos|acantónenle|acantonándose|acantonasen|acantónennos|acantonadles|acantonaseis|acantonarle|acantónalo|acantónenme|acantónele|acantonaba|acantonaría|acantónenos|acantonémoste|acantonaron|acantonen|acantóname|acantonándome|acantonémonos|acantonáramos|acantonémoos|acantonarlas|acantonadlo|acantones|acantonáis|acantonabas|acantonará|acantonándola|acantonado|acantoné|acantonándole|acantónate|acantónenlos|acantonare|acantonasteis|acantonadnos|acantonamos|acantónense|acantonadla|acantonan|acantonaras|acantonase|acantóneme|acantonadle|acantónelas|acantónales|acantonarais|acantonémosla|acantónela|acantonaréis|acantonándolas|acantonara|acantonarán|acantonés|acantonadme|acantóneles|acantonarse|acantonaste|acantónelo|acantonarte|acantonás|acantonarnos|acantonémoslas|acantonémoslos|acantonaros|acantonarías|acantonábamos|acantónenlo|acantonases|acantonaren|acantonémosle|acantonaran|acantonarles|acantonadas|acantonarlos|acantonada|acantónese|acantónanos|acantonaríamos|acantonarla|acantónenla|acantónalos|acantonéis|acantonándoles|acantonáremos|acantónalas|acantonad|acantonándote|acantoná|acantonadlas|acantónenles|acantonaríais|acantonabais|acantonarme|acantonaremos|acantónala
acaparar	acaparábamos|acapárate|acaparara|acaparáremos|acapararlo|acaparare|acapares|acaparémoslo|acaparo|acaparará|acaparémonos|acaparadlos|acapárenlas|acaparan|acapararás|acaparándolas|acapare|acapárelas|acaparémoste|acapárese|acaparándole|acapárenlos|acaparadlo|acapárale|acapararan|acaparasen|acapararle|acaparéis|acapárenos|acaparadles|acaparaban|acaparen|acapáralo|acapararán|acapararías|acaparadle|acaparas|acaparaba|acaparémosles|acapara|acaparada|acaparándote|acaparé|acapararemos|acaparémoslos|acapararíais|acaparándose|acaparemos|acaparadla|acaparases|acapararé|acaparándonos|acapárela|acapárense|acapáralas|acapararíamos|acaparado|acaparándoles|acaparémosle|acapárelo|acaparaseis|acapárele|acaparareis|acaparadas|acapárenme|acapáreles|acapararlos|acaparadlas|acaparaste|acaparándoos|acaparabais|acaparó|acapárennos|acapararían|acapararais|acapárenle|acaparándolo|acapararnos|acaparabas|acaparásemos|acaparémosla|acapará|acapararles|acapárenla|acaparás|acaparándolos|acaparamos|acaparando|acaparasteis|acaparáis|acaparase|acaparándome|acaparáramos|acaparés|acaparares|acapáranos|acapárales|acapárelos|acaparémoos|acapararlas|acapararos|acapararon|acaparados|acapararía|acaparadme|acapararéis|acapararla|acaparad|acapararse|acaparémoslas|acapárame|acaparaos|acapararme|acaparándola|acapárenles|acaparadnos|acapárenlo|acapararte|acapararen|acapáralos|acapararas|acapáreme|acapárala
